Report Generated by : Nilesh
Report generated on : 4/17/2019 11:22:57 AM
<th>,HostName,</th>,<th>,Software,</th>,<th>,Installation Date,</th>,<th>,Version,</th>,<th>,Size,</th>
<tr>,<td>,localhost,</td>,<td>,Windows Driver Package - Atmel HIDClass  (08/13/2014 1.8.0.1),</td>,<td>,17/04/2019,</td>,<td>,.,</td>,<td>, ,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Windows Driver Package - MediaTek Inc. (usbser) Ports  (01/05/2012 2.0000.0.1),</td>,<td>,17/04/2019,</td>,<td>,.,</td>,<td>, ,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,AMD Software,</td>,<td>,//,</td>,<td>, ,</td> ,<td>,75.31 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Android Studio,</td>,<td>,//,</td>,<td>,.,</td>,<td>, ,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Apache Tomcat 8.5 Tomcat8 (remove only),</td>,<td>,//,</td>,<td>,.,</td>,<td>, ,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Windows Driver Package - MediaTek Inc. (usbser) Ports  (12/24/2011 2.0000.0.0),</td>,<td>,//,</td>,<td>,.,</td>,<td>, ,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Git version 2.21.0,</td>,<td>,05/03/2019,</td>,<td>,2.21,</td>,<td>,246.45 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,HP Client Security Manager,</td>,<td>,05/03/2019,</td>,<td>, ,</td> ,<td>,88.64 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,MediaTek Driver Packages version 5.14.53.00,</td>,<td>,11/01/2019,</td>,<td>, ,</td> ,<td>,12.33 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Microsoft Security Essentials,</td>,<td>,05/02/2018,</td>,<td>,4.10,</td>,<td>, ,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Microsoft Visual Studio 2010 Tools for Office Runtime (x64),</td>,<td>,05/02/2018,</td>,<td>,.,</td>,<td>, ,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,GlassFish Server Open Source Edition 4.1,</td>,<td>,05/02/2018,</td>,<td>,.,</td>,<td>, ,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,NetBeans IDE 8.0.2,</td>,<td>,05/02/2018,</td>,<td>,.,</td>,<td>, ,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Notepad++ (64-bit x64),</td>,<td>,05/02/2018,</td>,<td>,7.66,</td>,<td>,12.55 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Microsoft Office Professional Plus 2016 - en-us,</td>,<td>,05/02/2018,</td>,<td>,.,</td>,<td>, ,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Intel(R) Network Connections Drivers,</td>,<td>,05/02/2018,</td>,<td>,21.1,</td>,<td>,0.89 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Synaptics Pointing Device Driver,</td>,<td>,05/02/2018,</td>,<td>,19.0,</td>,<td>,46.44 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,TeraCopy version 3.26,</td>,<td>,12/04/2018,</td>,<td>,3.26,</td>,<td>,17.64 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Vulkan Run Time Libraries 1.0.65.0,</td>,<td>,12/04/2018,</td>,<td>, ,</td> ,<td>,1.66 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,WinRAR 5.70 (64-bit),</td>,<td>,12/04/2018,</td>,<td>,5.70,</td>,<td>, ,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Wondershare Filmora9(Build 9.0.7),</td>,<td>,15/02/2019,</td>,<td>, ,</td> ,<td>,759.38 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Intel(R) Wireless Bluetooth(R),</td>,<td>,28/07/2018,</td>,<td>,20.60,</td>,<td>,44.89 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,CamStudio 2.7,</td>,<td>,23/04/2018,</td>,<td>, ,</td> ,<td>,39.6 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Microsoft .NET Framework 4.7.2,</td>,<td>,11/03/2019,</td>,<td>,4.7,</td>,<td>,6871.26 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Python 3.6.6 Core Interpreter (64-bit),</td>,<td>,31/07/2018,</td>,<td>,3.6,</td>,<td>,3.49 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Python 3.6.6 Documentation (64-bit),</td>,<td>,31/07/2018,</td>,<td>,3.6,</td>,<td>,7.75 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Intel® Trusted Connect Service Client,</td>,<td>,09/01/2015,</td>,<td>,1.35,</td>,<td>,16.51 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Intel(R) Management Engine Components,</td>,<td>,09/01/2015,</td>,<td>,.,</td>,<td>, ,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219,</td>,<td>,09/01/2018,</td>,<td>,10.0,</td>,<td>,13.87 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,AMD Accelerated Video Transcoding,</td>,<td>,09/01/2015,</td>,<td>,13.30,</td>,<td>,5.45 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Java 8 Update 181 (64-bit),</td>,<td>,18/02/2019,</td>,<td>,8.0,</td>,<td>,115.32 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Microsoft Visual Studio Team Foundation Server 2017 Update 9 Office Integration (x64),</td>,<td>,11/03/2019,</td>,<td>,15.129,</td>,<td>,30.09 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Microsoft Security Client,</td>,<td>,05/02/2018,</td>,<td>,4.10,</td>,<td>,16.31 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,HP Device Access Manager,</td>,<td>,09/01/2015,</td>,<td>,8.3,</td>,<td>,32.34 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Microsoft Visual C++ 2012 x64 Additional Runtime - 11.0.61030,</td>,<td>,23/02/2018,</td>,<td>,11.0,</td>,<td>,11.98 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Intel(R) Rapid Storage Technology,</td>,<td>,23/02/2018,</td>,<td>,.,</td>,<td>, ,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Intel(R) ME UninstallLegacy,</td>,<td>,09/01/2015,</td>,<td>,1.0,</td>,<td>,0.38 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,DiagnosticsHub_CollectionService,</td>,<td>,11/03/2019,</td>,<td>,15.9,</td>,<td>,1.27 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Python 3.6.6 Tcl/Tk Support (64-bit),</td>,<td>,31/07/2018,</td>,<td>,3.6,</td>,<td>,15.82 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,VS JIT Debugger,</td>,<td>,11/03/2019,</td>,<td>,16.0,</td>,<td>,2.35 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Python 3.6.6 Standard Library (64-bit),</td>,<td>,31/07/2018,</td>,<td>,3.6,</td>,<td>,23.46 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,MongoDB 4.0.3 2008R2Plus SSL (64 bit),</td>,<td>,06/11/2018,</td>,<td>,4.0,</td>,<td>,656.88 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Dotnet Shared Framework for Windows Desktop - 3.0.0 Preview (x64),</td>,<td>,11/03/2019,</td>,<td>,34.0,</td>,<td>,27.89 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Intel(R) Rapid Storage Technology,</td>,<td>,12/06/2018,</td>,<td>,13.2,</td>,<td>,20.58 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Intel(R) WiDi,</td>,<td>,09/01/2015,</td>,<td>,5.0,</td>,<td>,77.68 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Python 3.6.6 Executables (64-bit),</td>,<td>,31/07/2018,</td>,<td>,3.6,</td>,<td>,0.92 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,IntelliTraceProfilerProxy,</td>,<td>,11/03/2019,</td>,<td>,15.0,</td>,<td>,0.02 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161,</td>,<td>,28/12/2017,</td>,<td>,9.0,</td>,<td>,0.77 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Java SE Development Kit 8 Update 161 (64-bit),</td>,<td>,13/04/2018,</td>,<td>,8.0,</td>,<td>,349.24 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Bonjour,</td>,<td>,08/12/2018,</td>,<td>,3.0,</td>,<td>,2.04 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Microsoft Visual Studio Installer,</td>,<td>,11/03/2019,</td>,<td>, ,</td> ,<td>,0 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Intel(R) Chipset Device Software,</td>,<td>,30/06/2018,</td>,<td>,10.1,</td>,<td>,0.91 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,AMD Settings,</td>,<td>,31/10/2018,</td>,<td>,2018.205,</td>,<td>,196.3 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Intel® Hardware Accelerated Execution Manager,</td>,<td>,05/09/2018,</td>,<td>,7.3,</td>,<td>,0.68 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Python 3.6.6 Add to Path (64-bit),</td>,<td>,31/07/2018,</td>,<td>,3.6,</td>,<td>,0.04 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Microsoft .NET Core Host FX Resolver - 3.0.0 Preview 3 (x64),</td>,<td>,11/03/2019,</td>,<td>,24.0,</td>,<td>,0.52 MB,</td>,</tr>
